epoch,train_loss,val_loss,val_accuracy,val_bal_acc,val_macro_f1,val_precision,val_recall,lr
1,1.0419,1.1984,0.3914,0.1909,0.1542,0.1681,0.1909,4e-05
2,0.6076,0.9711,0.6625,0.3195,0.3065,0.3411,0.3195,7e-05
3,0.4316,0.7139,0.7539,0.5174,0.5075,0.5183,0.5174,0.0001
4,0.3394,0.5075,0.7943,0.6517,0.6204,0.6106,0.6517,0.0001
5,0.2831,0.3858,0.8303,0.7302,0.7015,0.6904,0.7302,9.9e-05
6,0.2406,0.3219,0.8452,0.7502,0.7262,0.7157,0.7502,9.9e-05
7,0.1964,0.2886,0.8532,0.7616,0.7343,0.7215,0.7616,9.8e-05
8,0.1731,0.2673,0.8577,0.7754,0.7432,0.7278,0.7754,9.7e-05
9,0.1487,0.2559,0.8607,0.7773,0.7472,0.735,0.7773,9.5e-05
10,0.1357,0.2522,0.8642,0.7765,0.7536,0.7473,0.7765,9.3e-05
11,0.1168,0.2502,0.8602,0.7791,0.7523,0.7442,0.7791,9.1e-05
12,0.1026,0.2512,0.8597,0.7809,0.7546,0.7474,0.7809,8.9e-05
13,0.0919,0.2514,0.8622,0.7915,0.7629,0.7522,0.7915,8.7e-05
14,0.087,0.253,0.8607,0.7936,0.7666,0.753,0.7936,8.4e-05
15,0.0735,0.2554,0.8612,0.7934,0.7699,0.7576,0.7934,8.1e-05
16,0.0687,0.2618,0.8627,0.7946,0.7706,0.7572,0.7946,7.8e-05
17,0.0613,0.2685,0.8627,0.7959,0.7725,0.7596,0.7959,7.5e-05
18,0.0596,0.2739,0.8647,0.792,0.7713,0.7607,0.792,7.2e-05
19,0.0529,0.2788,0.8637,0.7877,0.7704,0.7625,0.7877,6.9e-05
20,0.0439,0.2842,0.8622,0.7868,0.7645,0.7531,0.7868,6.5e-05
21,0.0406,0.2897,0.8627,0.7948,0.771,0.7582,0.7948,6.2e-05
22,0.0406,0.2931,0.8612,0.7913,0.7725,0.7618,0.7913,5.8e-05
23,0.033,0.2972,0.8622,0.7861,0.7696,0.7613,0.7861,5.4e-05
24,0.0285,0.3018,0.8587,0.7811,0.7644,0.755,0.7811,5.1e-05
25,0.0273,0.3063,0.8617,0.7921,0.7728,0.7623,0.7921,4.7e-05
26,0.0231,0.3101,0.8657,0.7895,0.7757,0.7715,0.7895,4.3e-05
27,0.0216,0.3146,0.8612,0.7846,0.7701,0.7633,0.7846,3.9e-05
28,0.0199,0.3178,0.8637,0.7862,0.7743,0.7697,0.7862,3.6e-05
29,0.0167,0.3238,0.8622,0.7827,0.7741,0.7714,0.7827,3.2e-05
30,0.0187,0.3296,0.8637,0.7822,0.7767,0.7778,0.7822,2.9e-05
31,0.0178,0.3322,0.8642,0.7815,0.7782,0.7809,0.7815,2.6e-05
32,0.017,0.3338,0.8652,0.7823,0.7806,0.7846,0.7823,2.3e-05
33,0.0158,0.336,0.8627,0.7778,0.7767,0.7809,0.7778,2e-05
34,0.0154,0.3389,0.8627,0.773,0.779,0.7917,0.773,1.7e-05
35,0.0151,0.3407,0.8607,0.7745,0.7774,0.7851,0.7745,1.4e-05
36,0.0135,0.3427,0.8612,0.7753,0.7802,0.7907,0.7753,1.2e-05
37,0.0145,0.3461,0.8607,0.7747,0.78,0.791,0.7747,1e-05
38,0.0134,0.3484,0.8632,0.7758,0.7806,0.7918,0.7758,8e-06
39,0.0139,0.3512,0.8627,0.7746,0.7801,0.7922,0.7746,6e-06
40,0.0135,0.3516,0.8637,0.7753,0.7817,0.7944,0.7753,4e-06
41,0.0133,0.3518,0.8627,0.7738,0.7792,0.7909,0.7738,3e-06
42,0.013,0.3526,0.8642,0.7704,0.7784,0.7936,0.7704,2e-06
43,0.0135,0.3533,0.8642,0.7699,0.7801,0.7975,0.7699,2e-06
44,0.0127,0.3544,0.8637,0.7713,0.7812,0.7987,0.7713,1e-06
45,0.0128,0.3548,0.8657,0.7789,0.7873,0.802,0.7789,1e-06
